"45334","Blăjani",22800000
"45361","Boldu",71460000
"45389","Bozioru",36780000
"45496","Brădeanu",75460000
"45539","Braesti",46700000
"45619","Breaza",50030000
"45673","Buda",44060000
"45815","C.A. Rosetti",111410000
"45753","Calvini",59190000
"45888","Cănești",31020000
"45959","Cătina",37960000
"46019","Cernătești",50550000
"46108","Chiliile",35660000
"46180","Chiojdu",128410000
"46251","Cilibia",49410000
"46313","Cislău",61200000
"46377","Cochirleanca",78030000
"46439","Colți",34920000
"46484","Costești",57100000
"46554","Cozieni",55610000
"50564","Florica",42130000
"46769","Gălbinași",77100000
"46803","Gherăseni",51410000
"46830","Ghergheasa",55590000
"46867","Glodeanu Sărat",59020000
"46910","Glodeanu-Siliștea",98190000
"47006","Grebănu",57370000
"47079","Gura Teghii",466190000
"47159","Largu",41950000
"47186","Lopătari",103320000
"47300","Luciu",86740000
"47337","Măgura",26720000
"47630","Mânzălești",94700000
"47373","Mărăcineni",29490000
"47417","Mărgăritești",23000000
"47453","Merei",98910000
"47578","Mihăilești",28440000
"47774","Movila Banului",67320000
"47818","Murgești",29420000
"47854","Năeni",44130000
"48021","Odăile",35930000
"48138","Padina",189010000
"48227","Pănătău",50630000
"48165","Pardoși",22650000
"48557","Pârscov",58100000
"48487","Pietroasele",55880000
"48682","Podgoria",51600000
"48771","Poșta Câlnău",81140000
"48842","Puiești",100170000
"48922","Racovițeni",33010000
"48968","Râmnicelu",48540000
"49019","Robeasca",26200000
"49046","Rușețu",101830000
"49073","Săgeata",102180000
"49153","Săhăteni",70440000
"49206","Săpoca",25780000
"49233","Sărulești",33650000
"49313","Scorțoasa",95880000
"49439","Scutelnici",67710000
"49484","Siriu",223510000
"49545","Smeeni",104580000
"49625","Stâlpu",45790000
"49849","Țintești",71970000
"49643","Tisău",98890000
"49769","Topliceni",67270000
"49894","Ulmeni",36540000
"50549","Unguriu",16270000
"49956","Vadu Pașii",83200000
"50399","Vâlcelele",47700000
"50022","Valea Râmnicului",56230000
"50068","Valea Salciei",32300000
"50102","Vernești",93990000
"50228","Vintilă Vodă",67000000
"50326","Viperești",66260000
"50415","Zărnești",78100000
"50479","Ziduri",85880000
"50790","Municipiul Reșița",197650000
"51010","Municipiul Caransebeș",70080000
"50889","Oraș Anina",145530000
"50923","Oraș Băile Herculane",105480000
"50969","Oraș Bocșa",122020000
"51056","Oraș Moldova Nouă",145840000
"51118","Oraș Oravița",162640000
"51207","Oraș Oțelu Roșu",63820000
"51243","Armeniș",143370000
"51305","Bănia",205920000
"51332","Băuțar",189640000
"51387","Berliște",61020000
"51449","Berzasca",280630000
"51500","Berzovia",128270000
"51546","Bolvașnița",88850000
"51573","Bozovici",195790000
"51626","Brebu",74550000
"51662","Brebu Nou",34530000
"51699","Buchin",82850000
"51751","Bucoșnița",97550000
"51804","Carașova",141450000
"51840","Cărbunari",55360000
"51948","Ciclova Română ",113270000
"51984","Ciuchici",62400000
"52035","Ciudanovița",53330000
"51877","Constantin Daicoviciu",130150000
"52062","Copăcele",51580000
"52115","Cornea",46200000
"52160","Cornereva",261040000
"53489","Coronini",25940000
"52570","Dalboșeț",86270000
