Judet;Localitate;Siruta;Total numar animale localitate;;;;Cate curti au un nr de bovine dintr-un interval;;;;Cate curti au un nr de ovine dintr-un interval;;;;Cate curti au un nr de caprine dintr-un interval;;;;Cate curti au un nr de porci dintr-un interval;;;
;;;bovine;ovine;caprine;porci;Intre 1 si 2;Intre 3 si 4;Intre 5 si 9;Peste 9;Intre 1 si 5;Intre 6 si 14;Intre 15 si 49;Peste 49;Intre 1 si 2;Intre 3 si 9;Intre 10 si 19;Peste 19;Intre 1 si 2;Intre 3 si 4;Intre 5 si 14;Peste 14
Ialomita;Movileanca;101270;4;0;20;14;3;0;0;0;0;0;0;0;0;0;0;1;5;0;1;0
Ialomita;Movilita;104289;486;470;175;1004;103;14;10;3;9;8;2;2;20;16;2;1;119;74;49;6
Ialomita;Munteni-Buzau;94116;232;1683;427;582;121;6;4;3;95;26;11;6;36;17;0;7;148;61;24;0
Ialomita;Murgeanca;94722;63;333;7;84;20;1;4;0;3;1;1;3;1;1;0;0;32;7;2;0
Ialomita;Nenisori;100914;147;256;74;136;14;4;3;3;2;0;0;2;2;1;0;2;29;9;8;0
Ialomita;Nicolesti;94063;48;218;0;43;29;5;0;0;9;6;1;2;0;0;0;0;12;6;1;0
Ialomita;Ograda;93058;997;1237;377;587;67;16;8;2;19;31;13;6;14;24;5;3;113;58;29;2
Ialomita;Orboesti;92890;95;620;18;100;24;7;1;2;7;7;4;4;2;3;0;0;25;10;5;0
Ialomita;Orezu;93138;130;1406;225;196;54;9;2;1;7;19;8;5;4;2;1;2;34;13;6;1
Ialomita;Paltinisu;94205;64;416;62;22;14;1;1;2;2;0;1;2;1;3;0;1;10;2;0;0
Ialomita;Patru Frati;100772;157;819;57;463;65;4;5;3;9;7;0;3;5;6;2;0;78;25;28;1
Ialomita;Perieti;94170;116;934;384;153;27;5;4;1;0;6;3;6;0;3;2;2;12;10;10;1
Ialomita;Piersica;93147;41;959;12;52;7;8;1;0;3;4;3;6;1;2;0;0;2;3;3;1
Ialomita;Platonesti;94410;128;1862;249;136;42;6;1;2;7;10;2;7;18;4;1;2;56;7;4;0
Ialomita;Poiana;93192;123;762;195;177;30;5;2;3;8;6;0;6;1;1;0;5;46;12;11;0
Ialomita;Progresu;93593;42;89;40;169;15;3;1;0;3;4;1;0;15;4;0;0;57;10;4;1
Ialomita;Rasi;94367;174;677;649;251;85;14;2;1;43;13;5;4;19;9;3;6;103;16;2;1
Ialomita;Rasimnicea;101289;29;244;178;109;17;2;0;0;1;0;2;1;0;0;0;3;35;9;3;0
Ialomita;Reviga;94278;251;643;97;148;55;10;21;1;17;13;1;4;1;0;0;1;45;13;4;0
Ialomita;Rosiori;104314;221;488;182;1712;72;11;6;3;16;6;5;2;6;11;3;2;58;49;84;29
Ialomita;Rovine;94303;86;1126;42;165;35;6;3;1;16;7;0;4;3;2;0;1;25;14;6;2
Ialomita;Salcioara;94349;213;2531;1150;341;65;20;7;2;22;7;2;11;5;8;3;9;85;29;16;0
Ialomita;Sarateni;92952;288;2095;889;511;71;2;2;2;56;8;3;6;18;5;2;2;124;45;19;1
Ialomita;Saveni;94385;236;1419;579;696;57;16;4;3;37;18;5;9;59;27;2;5;255;65;17;0
Ialomita;Scanteia;94438;185;1855;839;1604;100;6;2;1;88;29;5;12;129;65;0;7;289;104;80;11
Ialomita;Sfantu Gheorghe;94465;106;354;55;265;48;2;1;2;16;8;1;2;6;2;0;1;48;20;17;0
Ialomita;Sinesti;105035;46;1553;181;262;21;1;0;1;22;3;1;4;16;12;1;3;48;18;14;1
Ialomita;Sintesti;102277;37;343;0;99;27;2;0;0;3;0;0;1;0;0;0;0;27;11;3;0
Ialomita;Slatioarele;103988;57;14;16;74;23;1;1;1;6;0;0;0;5;2;0;0;38;4;0;0
Ialomita;Slobozia;92667;1475;1338;1030;116;8;2;3;19;5;1;2;5;1;2;1;7;12;4;3;2
Ialomita;Slobozia Noua;92685;325;2953;1248;120;36;7;3;7;6;10;9;8;0;2;0;5;9;4;4;3
Ialomita;Smirna;93753;83;1161;437;172;34;4;4;0;15;7;5;5;0;0;0;4;18;13;11;1
Ialomita;Stejaru;94214;17;39;5;20;3;2;1;0;2;2;1;0;1;1;0;0;3;0;2;0
Ialomita;Stelnica;94508;188;612;177;65;8;3;2;5;3;8;3;4;5;2;1;2;12;3;2;1
Ialomita;Suditi;94544;482;3997;295;818;71;17;12;5;26;12;6;24;30;14;0;4;205;57;45;0
Ialomita;Tandarei;92774;180;16617;72;129;27;10;6;5;1;1;0;11;0;0;0;2;35;10;4;1
Ialomita;Tovarasia;94072;47;12;0;13;12;0;1;1;4;0;0;0;0;0;0;0;3;3;0;0
Ialomita;Traian;93762;193;3675;343;497;107;8;1;1;41;3;2;16;6;3;2;4;110;43;23;0
Ialomita;Urziceni;100692;206;1481;489;465;14;9;7;6;7;5;0;10;6;9;4;7;64;27;19;4
Ialomita;Valea Bisericii;102696;21;330;40;99;8;2;1;0;2;1;0;1;1;3;0;1;10;7;9;0
Ialomita;Valea Ciorii;94697;165;1534;192;245;54;12;6;1;11;4;0;4;4;2;1;3;95;25;3;0
Ialomita;Valea Macrisului;105801;270;1847;265;691;93;19;6;3;8;4;2;10;8;0;0;5;139;53;31;3
Ialomita;Vladeni;94802;470;6220;952;688;67;13;14;13;9;3;4;11;8;16;2;5;210;51;21;2
Ialomita;Vlasca;92747;134;306;30;53;6;0;2;4;0;0;0;2;0;0;0;1;34;3;1;0
Iasi;Albesti;96076;122;700;0;43;43;8;4;0;0;1;0;4;0;0;0;0;10;4;1;0
Iasi;Alexandru cel Bun;100166;172;583;35;96;49;6;12;0;8;3;3;3;5;2;1;0;23;10;4;0
Iasi;Alexandru I. Cuza;95621;317;1467;264;241;45;11;13;8;0;0;2;4;1;0;1;4;51;26;10;0
Iasi;Alexeni;99691;80;798;219;5;44;4;2;0;2;5;2;6;1;3;1;3;4;0;0;0
Iasi;Alexesti;97571;20;0;0;23;7;2;0;0;0;0;0;0;0;0;0;0;5;1;2;0
Iasi;Andrieseni;95676;524;4187;699;434;104;33;18;7;1;1;2;13;0;2;0;8;106;10;14;6
Iasi;Arama;96352;239;2296;180;157;77;25;9;0;0;2;0;19;0;0;0;2;60;14;4;0
Iasi;Aroneanu;95756;68;268;93;30;18;6;2;1;1;0;1;1;1;3;0;1;6;0;0;1
Iasi;Avantu;98756;307;112;8;89;39;14;12;7;0;1;1;1;0;1;0;0;18;4;1;1
Iasi;Bacu;97580;195;1175;503;182;42;22;0;2;0;0;1;6;0;0;0;4;42;21;3;1
Iasi;Badeni;99012;254;1765;33;313;77;28;6;0;13;6;0;6;1;6;0;0;90;17;14;1
Iasi;Bahluiu;96496;68;151;141;36;32;2;1;1;0;0;0;1;1;0;0;1;20;2;1;0
Iasi;Baiceni;96682;82;680;68;89;25;3;3;1;1;0;0;3;0;0;0;2;22;5;5;0
Iasi;Baiceni;99557;108;266;37;55;25;6;5;1;14;7;0;2;2;3;0;1;36;4;0;0
Iasi;Balciu;97937;79;0;1;13;15;8;3;1;0;0;0;0;1;0;0;0;12;0;0;0
Iasi;Bals;95505;341;1449;252;18;89;45;11;0;10;7;4;6;0;1;0;3;0;0;2;0
Iasi;Baltati;95809;176;576;178;405;68;22;3;0;7;10;2;3;2;7;1;1;145;27;11;1
Iasi;Balteni;98667;126;754;242;97;55;6;3;0;6;10;1;4;5;1;0;3;36;9;2;0
Iasi;Balusesti;96735;98;275;0;49;24;2;7;1;0;0;0;1;0;0;0;0;42;1;0;0
Iasi;Banu;96968;51;6;0;42;16;6;2;0;0;1;0;0;0;0;0;0;29;0;1;0
Iasi;Barbatesti;96691;133;276;16;72;21;12;3;3;0;0;0;2;0;1;1;0;16;2;5;0
Iasi;Barlesti;97027;139;1255;35;41;24;10;3;3;0;1;0;6;1;1;0;1;4;2;1;1
Iasi;Barnova;95097;122;9;311;47;15;7;9;1;0;1;0;0;3;3;0;1;44;0;0;0
Iasi;Belcesti;95881;385;167;54;708;137;24;11;3;3;5;1;1;0;1;0;2;262;57;18;1
Iasi;Berezlogi;99129;278;25;2;14;13;10;14;8;0;0;1;0;1;0;0;0;10;0;0;0
Iasi;Bivolari;95952;164;1475;761;200;88;9;4;0;5;15;2;7;13;5;2;8;65;14;8;0
Iasi;Blaga;98845;48;483;48;16;15;2;1;1;7;0;0;2;0;0;0;1;3;0;1;0
Iasi;Blagesti;95417;165;277;16;72;40;7;10;1;17;9;0;1;4;3;0;0;30;2;4;0
Iasi;Boatca;96744;57;115;41;37;30;4;1;0;1;1;1;1;0;1;0;1;29;1;0;0
Iasi;Bocnita;99076;159;689;4;55;24;8;13;1;0;0;0;4;0;1;0;0;5;1;3;1
Iasi;Bodesti;98934;54;577;40;92;31;0;2;0;0;0;0;3;0;0;0;1;22;1;2;1
Iasi;Bogdanesti;97535;148;726;28;56;24;10;10;2;3;1;4;5;0;1;0;1;7;9;2;0
Iasi;Bogonos;97697;230;306;36;276;37;16;15;1;3;3;0;2;2;1;0;1;45;11;14;2
Iasi;Bohotin;98701;198;1317;432;194;50;11;7;2;0;5;9;8;2;3;0;5;71;4;9;1
Iasi;Bojila;97795;107;77;0;33;25;7;8;0;0;0;0;1;0;0;0;0;10;1;2;0
Iasi;Boldesti;99566;97;1179;35;33;34;8;2;1;9;7;2;6;0;1;0;1;21;0;0;0
Iasi;Borosesti;98943;144;1185;0;142;57;4;5;1;0;3;2;5;0;0;0;0;56;8;3;1
Iasi;Borosoaia;98355;331;1843;35;326;175;15;5;2;13;6;5;12;3;3;1;0;89;19;16;1
Iasi;Borsa;100175;195;1224;139;71;58;17;8;1;2;0;1;11;2;0;2;2;17;5;4;0
Iasi;Bosia;96012;499;158;383;185;105;32;25;6;4;4;4;0;6;10;1;7;50;12;4;2
Iasi;Bosteni;95426;135;859;59;55;39;17;5;0;39;14;1;7;14;1;2;0;4;0;0;1
Iasi;Boureni;95514;365;2702;62;33;103;44;8;1;9;5;1;13;0;0;0;1;2;2;2;0
Iasi;Boureni;98248;213;126;120;478;38;20;4;3;7;3;1;1;4;2;0;2;84;80;7;1
Iasi;Bradicesti;96922;106;423;150;189;29;8;1;2;0;0;0;2;1;0;0;3;66;17;6;0
Iasi;Braesti;96067;484;5796;236;605;106;24;18;10;6;4;2;26;0;1;0;2;24;14;18;13
Iasi;Bratesti;99183;329;670;302;83;90;27;16;1;14;19;3;3;2;1;2;2;29;7;2;0
Iasi;Bratuleni;97946;77;0;0;15;9;6;3;2;0;0;0;0;0;0;0;0;15;0;0;0
Iasi;Bratulesti;99227;85;10;0;67;24;4;1;1;0;1;0;0;0;0;0;0;31;4;1;0
Iasi;Breazu;95257;88;499;209;14;17;8;4;1;0;0;1;2;0;1;0;2;8;0;1;0
Iasi;Brosteni;100184;999;111;26;20;49;5;1;1;0;2;0;1;0;0;0;1;8;1;1;0
Iasi;Buda;96085;69;294;0;17;24;1;3;1;0;0;0;2;0;0;0;0;0;2;1;0
Iasi;Buda;97624;393;760;147;287;72;37;20;2;2;3;0;5;2;3;1;2;51;24;18;0
Iasi;Budai;98391;49;0;142;4;5;2;4;1;0;0;0;0;0;0;0;1;1;1;0;0
Iasi;Budesti;98131;63;0;0;11;17;1;2;2;0;0;0;0;0;0;0;0;2;2;0;0
Iasi;Buhaeni;95685;127;166;175;116;38;7;5;2;0;0;1;1;0;0;0;1;32;8;2;1
Iasi;Buhalnita;96165;305;953;127;118;77;23;17;2;19;9;7;4;0;1;0;3;26;4;3;2
Iasi;Bulbucani;97349;274;1994;95;290;65;26;12;1;28;23;5;4;5;1;1;2;40;24;13;2
Iasi;Bursuc-Deal;97633;146;25;16;126;37;16;4;1;4;1;0;0;3;2;0;0;24;11;6;0
Iasi;Bursuc-Vale;97642;43;88;0;60;11;5;2;0;2;0;0;1;0;0;0;0;11;4;4;0
Iasi;Buruienesti;95961;24;128;53;24;17;1;0;0;2;3;0;1;3;2;0;1;16;1;0;0
Iasi;Butea;96129;350;772;38;539;67;16;9;7;6;0;0;2;8;5;0;0;176;41;18;2
Iasi;Buzdug;96753;74;5;0;19;10;4;5;1;1;0;0;0;0;0;0;0;17;0;0;0
Iasi;Buznea;95523;411;2820;278;113;134;29;12;6;8;4;4;15;0;1;0;6;13;2;6;2
Iasi;Carbunari;97269;44;909;377;94;27;1;1;0;0;0;0;4;0;0;0;3;60;3;1;0
Iasi;Carjoaia;96511;251;956;32;163;106;17;7;0;3;2;4;3;0;2;0;1;83;5;5;0
Iasi;Carlig;98523;25;0;41;3;13;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0
Iasi;Carniceni;99897;436;1080;386;465;99;17;9;8;5;6;5;6;0;1;1;2;56;17;15;5
Iasi;Cauesti;99316;113;1076;198;110;32;13;3;0;0;1;0;7;0;0;0;3;32;15;2;0
Iasi;Ceplenita;96156;173;445;21;114;80;10;2;1;3;6;1;3;1;0;0;1;28;5;3;1
Iasi;Cercu;95104;43;94;16;22;8;4;3;0;0;0;0;1;0;1;1;0;22;0;0;0
Iasi;Chicerea;95319;86;146;4;26;12;9;6;0;4;0;1;1;0;1;0;0;21;0;0;0
Iasi;Chilisoaia;96977;53;0;0;74;25;3;0;1;0;0;0;0;0;0;0;0;16;11;2;0
Iasi;Chiperesti;99940;161;534;110;71;19;10;9;2;2;1;0;4;3;1;0;3;22;1;5;0
Iasi;Chiscareni;99398;541;2207;149;777;207;39;17;3;22;24;6;12;1;2;1;2;149;59;45;1
Iasi;Cilibiu;97125;180;304;0;67;56;7;12;1;0;3;4;2;0;0;0;0;21;9;1;0
Iasi;Cioca-Boca;99325;72;717;38;70;29;6;1;0;0;3;1;6;0;0;0;1;33;6;1;0
Iasi;Ciocarlesti;98952;27;0;0;22;11;0;0;1;0;0;0;0;0;0;0;0;11;2;0;0
Iasi;Ciohorani;98079;286;549;36;489;128;16;12;0;28;8;1;3;3;2;2;0;222;46;1;0
Iasi;Ciortesti;96209;97;485;165;171;54;4;0;1;13;3;8;2;7;0;2;3;122;0;0;0
Iasi;Cireseni;96502;107;10;13;34;33;9;4;0;1;1;0;0;0;2;0;0;23;0;0;0
Iasi;Ciurbesti;97955;54;0;11;28;29;4;1;0;0;0;0;0;0;2;0;0;28;0;0;0
Iasi;Ciurea;96263;317;173;153;208;67;28;12;4;0;1;0;1;1;0;0;2;168;7;2;0
Iasi;Coada Stancii;96021;239;301;4;38;49;27;10;1;3;3;2;3;3;0;0;0;20;4;0;0
Iasi;Coarnele Caprei;96343;829;5626;111;517;193;72;38;8;3;1;0;28;1;0;1;3;159;32;20;2
Iasi;Coasta Magurii;95532;64;0;0;0;34;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Iasi;Cogeasca;97704;640;1120;277;668;97;37;20;15;5;2;2;6;2;1;1;4;113;23;32;8
Iasi;Coltu Cornii;97410;147;153;79;186;53;11;3;0;12;12;1;0;2;1;2;1;60;11;8;0
Iasi;Comarna;96398;192;711;375;284;72;12;0;2;6;1;0;5;3;4;0;4;70;12;9;2
Iasi;Contesti;99986;187;312;25;47;62;20;6;0;21;6;2;1;12;2;0;0;15;3;2;0
Iasi;Corcodel;97278;8;122;5;14;2;0;1;0;0;0;0;1;0;1;0;0;8;0;0;0
Iasi;Cornesti;97964;40;0;0;10;15;3;2;0;0;0;0;0;0;0;0;0;10;0;0;0
Iasi;Coropceni;96218;210;1721;162;341;65;15;11;1;34;9;2;12;7;3;0;3;68;22;19;1
Iasi;Cositeni;98408;92;553;58;8;11;7;7;1;1;0;2;5;1;1;0;2;4;0;0;0
Iasi;Costesti;95541;314;1036;6;25;106;32;9;0;8;9;3;5;1;1;0;0;7;0;2;0
Iasi;Costuleni;96432;130;379;183;131;49;5;4;2;7;7;1;1;7;4;1;1;60;7;2;1
Iasi;Cotargaci;95818;51;0;0;37;3;3;0;2;0;0;0;0;0;0;0;0;10;0;3;0
Iasi;Cotnari;96487;176;1094;205;125;72;10;3;2;1;2;0;5;5;3;1;3;61;9;2;0
Iasi;Cotu lui Ivan;97134;107;0;60;26;59;1;4;1;0;0;0;0;0;0;0;1;16;1;0;0
Iasi;Cotu Morii;98532;125;480;27;80;14;6;12;1;0;0;0;1;0;0;0;1;8;5;7;0
Iasi;Covasna;96441;36;1047;469;132;11;0;0;2;11;3;0;8;4;3;0;5;65;5;4;0
Iasi;Cozia;96450;38;445;130;56;26;0;1;0;2;1;0;2;0;0;1;2;27;4;2;0
Iasi;Cozmesti;96600;216;265;3;172;103;9;6;1;6;13;3;1;0;1;0;0;142;3;1;0
Iasi;Cozmesti;99192;619;606;124;152;107;27;20;3;22;6;1;3;4;2;0;2;26;13;10;0
Iasi;Cristesti;95177;11;140;0;4;4;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0
Iasi;Cristesti;96094;409;4875;0;146;90;30;19;4;6;4;2;17;0;0;0;0;24;12;4;2
Iasi;Cristesti;96646;1354;3179;212;1438;179;157;68;11;48;14;1;18;13;9;0;3;445;105;41;4
Iasi;Crivesti;99236;80;377;39;29;25;6;2;0;1;6;5;2;0;1;0;1;11;2;1;0
Iasi;Crivesti;100102;698;4046;122;525;128;58;37;7;30;22;15;27;5;3;0;1;83;38;33;1
Iasi;Crucea;97740;442;5523;371;543;105;31;11;6;1;1;2;34;0;1;0;7;104;31;26;3
Iasi;Cucova;99245;41;463;28;59;8;3;3;0;4;3;0;2;0;0;0;1;14;4;2;0
Iasi;Cucuteni;96673;125;257;0;163;34;11;3;1;7;4;1;1;0;0;0;0;23;3;12;1
Iasi;Cucuteni;97713;180;160;237;81;32;17;9;1;0;0;1;1;0;1;0;2;38;6;2;0
Iasi;Curagau;96405;20;0;0;3;3;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0
Iasi;Curaturi;96272;59;0;0;12;10;4;3;1;0;0;0;0;0;0;0;0;8;1;0;0
Iasi;Cuza Voda;97599;137;18;0;73;39;16;4;0;0;0;1;0;0;0;0;0;21;11;1;0
Iasi;Cuza Voda;98541;87;0;150;3;38;4;1;1;0;0;0;0;0;0;0;3;2;0;0;0
Iasi;Dadesti;95550;104;1280;0;410;38;2;0;3;5;2;1;2;0;0;0;0;0;0;1;1
Iasi;Dagata;96726;220;203;27;168;86;14;7;1;10;1;0;1;0;0;0;1;154;2;0;0
Iasi;Dancas;97973;81;0;30;23;3;6;0;1;0;0;0;0;0;0;0;1;6;0;0;1
Iasi;Dancu;95186;40;0;205;6;19;4;1;0;0;0;0;0;0;0;0;1;0;0;1;0
Iasi;Deleni;96227;144;278;333;45;31;4;9;2;3;2;0;3;1;1;0;7;33;1;0;0
Iasi;Deleni;96824;364;1789;151;228;142;14;5;9;7;3;4;9;5;4;0;2;151;7;2;0
Iasi;Dobrovat;96897;436;2823;336;255;111;30;9;6;112;33;21;16;19;18;4;5;215;6;1;0
Iasi;Dolhesti;96913;114;336;166;115;46;5;1;2;10;3;0;3;7;1;1;2;41;3;3;2
Iasi;Domnita;99708;107;34;37;23;72;2;2;0;4;3;0;0;1;1;1;1;13;3;0;0
Iasi;Dorobant;95765;187;70;119;45;38;24;8;0;1;0;0;1;1;1;1;1;10;5;2;0
Iasi;Doroscani;98453;300;726;77;22;44;31;15;3;8;3;3;6;1;0;1;1;16;0;0;0
Iasi;Draganesti;95694;67;0;0;20;16;2;1;2;0;0;0;0;0;0;0;0;10;1;1;0
Iasi;Draguseni;99334;255;2547;116;131;66;23;10;1;0;0;0;15;0;1;1;2;45;18;2;0
Iasi;Dumbrava;96281;204;843;81;134;33;11;4;2;1;0;0;1;0;0;0;1;117;3;0;0
Iasi;Dumbrava;97651;514;911;94;364;50;39;30;9;6;2;0;3;2;3;1;1;50;23;27;1
Iasi;Dumbravita;98792;479;1794;246;1227;119;44;15;4;41;32;13;11;2;4;0;3;71;31;64;21
Iasi;Dumesti;96959;298;1252;43;190;97;22;8;4;0;0;0;11;0;0;0;1;131;9;1;1
Iasi;Dumitrestii Galatii;98854;178;1000;319;136;45;9;8;2;33;5;2;7;7;12;1;4;89;3;3;0
Iasi;Erbiceni;97018;415;1590;160;66;120;20;16;5;10;9;10;9;3;5;3;1;14;6;3;0
Iasi;Fagat;96520;54;133;0;45;21;4;2;0;0;1;0;1;0;0;0;0;18;2;2;0
Iasi;Fantanele;95701;250;469;14;177;37;5;6;8;0;0;1;3;0;0;1;0;38;5;10;1
Iasi;Fantanele;97081;957;2789;32;1508;153;92;41;6;16;11;14;21;6;2;1;0;73;194;118;0
Iasi;Farcaseni;99254;327;3661;101;642;60;21;19;2;8;3;3;14;0;2;0;1;133;51;32;3
Iasi;Fedeleseni;99263;39;375;169;28;17;2;1;0;0;1;0;3;0;0;0;2;20;2;0;0
Iasi;Feredeni;96833;66;1384;0;196;44;4;1;0;0;3;2;7;0;0;0;0;97;15;3;0
Iasi;Fetesti;99021;111;559;3;265;41;7;4;0;10;5;1;3;0;1;0;0;63;13;13;1
Iasi;Filiasi;95827;54;362;0;100;2;3;6;0;0;0;1;2;0;0;0;0;3;2;5;1
Iasi;Focuri;97072;1206;6611;686;1501;308;94;42;11;1;4;4;26;4;3;2;7;351;125;67;5
Iasi;Forasti;97358;234;2803;172;140;44;21;11;1;7;3;2;8;3;1;2;2;19;8;11;0
Iasi;Frasuleni;100022;106;607;0;15;39;4;3;1;1;0;0;1;0;0;0;0;4;1;1;0
Iasi;Frenciugi;99343;191;6;65;121;48;15;5;2;0;1;0;0;0;0;1;1;38;9;5;0
Iasi;Frumusica;97802;123;467;54;69;34;7;3;2;8;3;3;3;0;2;0;1;15;4;4;0
Iasi;Ganesti;95569;313;2415;132;59;94;16;14;2;10;9;6;8;0;0;2;1;9;1;3;1
Iasi;Garbesti;99717;280;345;240;30;183;10;1;1;18;15;6;0;11;6;3;3;8;0;2;0
Iasi;Gaureni;97982;94;69;0;7;8;5;2;1;0;0;0;1;0;0;0;0;7;0;0;0
Iasi;Gistesti;95435;153;1072;347;18;47;13;8;0;44;6;1;5;28;4;1;3;3;1;2;0
Iasi;Giurgesti;95578;309;284;96;10;57;25;13;2;1;2;0;2;1;0;0;2;0;1;1;0
Iasi;Glavanesti;95710;370;490;28;290;66;23;16;8;0;1;0;3;0;0;0;1;72;14;13;1
Iasi;Glodenii Gindului;99806;280;472;332;111;130;22;4;0;20;3;0;3;7;6;0;4;26;16;1;0
Iasi;Goesti;97759;396;4271;357;294;94;29;13;5;2;3;8;23;2;2;0;6;67;10;11;5
Iasi;Golaiesti;97107;522;812;135;112;133;19;19;8;6;0;3;5;1;2;0;4;56;9;1;0
Iasi;Gorban;97198;254;6;4;105;54;10;1;2;0;1;0;0;0;1;0;0;45;5;4;0
Iasi;Goruni;95328;73;0;82;28;19;5;3;1;0;0;0;0;1;0;0;2;21;1;0;0
Iasi;Gradinari;97143;130;0;0;41;27;6;11;0;0;0;0;0;0;0;0;0;13;4;2;0
Iasi;Grajduri;97250;154;281;3;224;47;19;3;1;2;1;0;3;0;1;0;0;130;6;2;2
Iasi;Griesti;99815;54;71;7;16;21;5;2;0;1;5;2;0;1;1;0;0;2;4;0;0
Iasi;Gropnita;97330;170;349;4;187;30;10;2;4;9;7;0;1;1;1;0;0;24;9;2;1
Iasi;Grozesti;97401;155;1031;132;372;74;6;0;0;17;3;0;6;4;4;2;2;108;15;17;2
Iasi;Gura Badilitei;100111;199;315;58;173;64;17;3;1;14;8;1;2;3;0;0;1;33;10;10;0
Iasi;Gura Bohotin;97205;106;96;0;119;40;7;1;1;1;4;3;0;0;0;0;0;51;7;4;0
Iasi;Gura Vaii;99272;29;126;52;10;6;3;2;0;2;2;0;1;0;1;0;1;4;1;0;0
Iasi;Habasesti;99281;54;141;3;81;11;5;1;1;0;1;0;1;2;0;0;0;39;2;2;0
Iasi;Hadambu;98140;305;629;154;51;94;18;9;3;1;0;0;6;1;1;0;3;16;3;2;0
Iasi;Halaucesti;97447;331;324;31;404;74;8;9;6;4;1;0;1;3;0;0;1;166;16;10;2
Iasi;Halceni;99405;122;411;8;182;74;4;3;0;2;9;1;2;2;1;0;0;92;13;2;0
Iasi;Handresti;98328;150;1145;298;34;77;10;6;0;5;2;0;9;1;0;1;4;17;3;0;0
Iasi;Harlau;95364;193;601;61;83;41;10;7;3;2;5;3;4;0;1;0;1;25;8;3;0
Iasi;Harmaneasa;97483;82;114;224;33;7;6;3;2;0;0;0;1;0;0;0;2;2;4;2;0
Iasi;Harmanestii Noi;99575;178;237;9;189;48;10;9;1;12;12;4;0;4;1;0;0;45;9;7;1
Iasi;Harmanestii Vechi;99584;327;1365;141;337;136;14;10;1;24;14;2;5;2;0;0;2;68;24;15;2
Iasi;Harpasesti;98462;243;1797;97;33;65;15;14;1;15;3;3;12;1;0;0;2;7;0;2;0
Iasi;Heci;97660;485;1553;268;293;63;29;26;3;21;5;3;5;14;3;0;3;94;24;7;1
Iasi;Helesteni;97474;605;12931;1249;300;136;28;6;12;15;14;4;34;3;2;1;4;45;33;14;1
Iasi;Hermeziu;99628;228;1928;214;115;87;8;3;2;8;8;6;5;2;2;0;3;61;4;2;0
Iasi;Hilita;96469;56;723;281;85;22;2;1;1;1;2;1;5;0;1;0;3;25;2;5;0
Iasi;Hirtoape;100120;449;753;30;93;125;36;9;5;17;14;4;2;0;1;2;0;24;6;4;0
Iasi;Hlincea;96290;29;0;44;1;2;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0
Iasi;Hodora;96539;199;983;135;140;100;13;5;1;1;6;2;3;0;5;1;2;57;7;7;0
Iasi;Hoisesti;96986;387;2099;7;109;78;30;23;3;0;0;2;14;1;1;0;0;73;3;0;1
Iasi;Holboca;95168;169;72;154;32;32;13;5;3;0;0;2;0;2;0;0;4;13;1;2;0
Iasi;Holm;98417;54;172;0;13;15;3;0;2;0;0;1;1;0;0;0;0;9;1;0;0
Iasi;Homita;96655;93;347;39;172;18;6;6;1;5;2;0;1;1;0;0;1;59;17;2;0
Iasi;Horlesti;95266;256;875;192;69;34;24;10;4;2;1;4;6;2;1;1;3;5;3;6;0
Iasi;Horlesti;97526;580;917;201;175;85;49;30;6;1;0;0;8;0;0;0;4;28;6;8;2
Iasi;Horodistea;96548;70;560;0;42;30;6;1;0;0;0;1;3;0;0;0;0;13;6;0;0
Iasi;Horpaz;97991;20;0;0;14;8;1;1;0;0;0;0;0;0;0;0;0;14;0;0;0
Iasi;Humosu;99138;250;69;90;95;55;35;9;0;2;1;0;1;3;2;0;2;52;6;2;0
Iasi;Iacobeni;100193;69;325;33;23;37;2;1;0;2;1;0;2;1;1;0;1;8;1;2;0
Iasi;Iasi;95079;2262;938;692;2604;24;25;18;24;1;1;1;6;0;0;3;9;424;14;9;1
Iasi;Iazu Nou;99414;270;1704;147;398;82;20;8;3;4;2;5;9;1;0;2;3;63;26;6;1
Iasi;Iazu Vechi;99423;128;678;7;110;39;7;4;2;3;5;2;6;1;1;0;0;38;9;3;0
Iasi;Icuseni;100031;166;31;0;75;40;13;8;1;0;1;1;0;0;0;0;0;11;2;4;1
Iasi;Iepureni;95729;38;404;0;15;9;1;3;0;0;0;0;2;0;0;0;0;10;0;0;0
Iasi;Iepureni;98275;277;936;78;20;65;22;9;3;0;6;4;3;2;3;0;1;19;0;0;0
Iasi;Ion Neculce;95587;59;421;0;13;19;0;5;0;0;0;0;2;0;0;0;0;7;1;0;0
Iasi;Iorcani;99496;357;435;98;188;83;44;15;1;5;4;0;3;1;0;1;1;44;17;9;0
Iasi;Iosupeni;96557;63;0;2;67;14;7;3;0;0;0;0;0;1;0;0;0;10;3;3;1
Iasi;Ipatele;97562;224;1802;38;219;59;27;4;2;0;1;0;8;0;0;1;1;37;22;8;1
Iasi;Isaiia;98710;58;153;0;94;25;5;0;0;0;1;4;1;0;0;0;0;30;4;5;0
